"regulation_code","regulation_name","regulation_short_name","comtrade_primary_code","commodity_short_name","hs_4d_code","hs_4d_name","hs_6d_code","hs_6d_name","fao_code","fao_name","bp","fao_parent_code","fao_primary_code","in_mapping_table","match"
"47","Pulp and paper of Chapters 47 and 48 of the Combined Nomenclature, with the exception of bamboo-based and recovered (waste and scrap) products","Pulp",,"Wood","4703","Chemical wood pulp, soda or sulphate, other than dissolving grades","470311","Wood pulp; chemical wood pulp, soda or sulphate, (other than dissolving grades), unbleached, of coniferous wood","1875","Wood pulp",,,,,
"47","Pulp and paper of Chapters 47 and 48 of the Combined Nomenclature, with the exception of bamboo-based and recovered (waste and scrap) products","Pulp",,"Wood","4703","Chemical wood pulp, soda or sulphate, other than dissolving grades","470319","Wood pulp; chemical wood pulp, soda or sulphate, (other than dissolving grades), unbleached, of non-coniferous wood","1875","Wood pulp",,,,,
"47","Pulp and paper of Chapters 47 and 48 of the Combined Nomenclature, with the exception of bamboo-based and recovered (waste and scrap) products","Pulp",,"Wood","4703","Chemical wood pulp, soda or sulphate, other than dissolving grades","470321","Wood pulp; chemical wood pulp, soda or sulphate, (other than dissolving grades), semi-bleached or bleached, of coniferous wood","1875","Wood pulp",,,,,
"47","Pulp and paper of Chapters 47 and 48 of the Combined Nomenclature, with the exception of bamboo-based and recovered (waste and scrap) products","Pulp",,"Wood","4703","Chemical wood pulp, soda or sulphate, other than dissolving grades","470329","Wood pulp; chemical wood pulp, soda or sulphate, (other than dissolving grades), semi-bleached or bleached, of non-coniferous wood","1875","Wood pulp",,,,,
"47","Pulp and paper of Chapters 47 and 48 of the Combined Nomenclature, with the exception of bamboo-based and recovered (waste and scrap) products","Pulp",,"Wood","4704","Chemical wood pulp, sulphite, other than dissolving grades","470411","Wood pulp; chemical wood pulp, sulphite, (other than dissolving grades), unbleached, of coniferous wood","1875","Wood pulp",,,,,
"47","Pulp and paper of Chapters 47 and 48 of the Combined Nomenclature, with the exception of bamboo-based and recovered (waste and scrap) products","Pulp",,"Wood","4704","Chemical wood pulp, sulphite, other than dissolving grades","470419","Wood pulp; chemical wood pulp, sulphite, (other than dissolving grades), unbleached, of non-coniferous wood","1875","Wood pulp",,,,,
"47","Pulp and paper of Chapters 47 and 48 of the Combined Nomenclature, with the exception of bamboo-based and recovered (waste and scrap) products","Pulp",,"Wood","4704","Chemical wood pulp, sulphite, other than dissolving grades","470421","Wood pulp; chemical wood pulp, sulphite, (other than dissolving grades), semi-bleached or bleached, of coniferous wood","1875","Wood pulp",,,,,
"47","Pulp and paper of Chapters 47 and 48 of the Combined Nomenclature, with the exception of bamboo-based and recovered (waste and scrap) products","Pulp",,"Wood","4704","Chemical wood pulp, sulphite, other than dissolving grades","470429","Wood pulp; chemical wood pulp, sulphite, (other than dissolving grades), semi-bleached or bleached, of non-coniferous wood","1875","Wood pulp",,,,,
"47","Pulp and paper of Chapters 47 and 48 of the Combined Nomenclature, with the exception of bamboo-based and recovered (waste and scrap) products","Pulp",,"Wood","4705","Wood pulp obtained by a combination of mechanical and chemical pulping processes","470500","Wood pulp; obtained by a combination of mechanical and chemical pulping processes","1875","Wood pulp",,,,,
"48","Pulp and paper of Chapters 47 and 48 of the Combined Nomenclature, with the exception of bamboo-based and recovered (waste and scrap) products","Paper",,"Wood","4801","Newsprint, in rolls or sheets","480100","Newsprint; made of fibres obtained essentially by a chemi-mechanical process or of a weight, per m2, of more than 57g but not more than 65g, in rolls or sheets","1876","Paper and paperboard",,,,,
"48","Pulp and paper of Chapters 47 and 48 of the Combined Nomenclature, with the exception of bamboo-based and recovered (waste and scrap) products","Paper",,"Wood","4802","Uncoated paper and paperboard, used for writing, printing or other graphics, non perforated punch-cards and punch tape paper, in rolls or rectangular sheets, of any size, other than paper of heading 4801 or 4803; hand-made paper and paperboard","480210","Hand-made paper or paperboard","1876","Paper and paperboard",,,,,
"48","Pulp and paper of Chapters 47 and 48 of the Combined Nomenclature, with the exception of bamboo-based and recovered (waste and scrap) products","Paper",,"Wood","4802","Uncoated paper and paperboard, used for writing, printing or other graphics, non perforated punch-cards and punch tape paper, in rolls or rectangular sheets, of any size, other than paper of heading 4801 or 4803; hand-made paper and paperboard","480220","Uncoated paper and paperboard (not 4801 or 4803); of a kind used as a base for photo-sensitive, heat-sensitive or electro-sensitive paper or paperboard, in rolls or sheets","1876","Paper and paperboard",,,,,
"48","Pulp and paper of Chapters 47 and 48 of the Combined Nomenclature, with the exception of bamboo-based and recovered (waste and scrap) products","Paper",,"Wood","4802","Uncoated paper and paperboard, used for writing, printing or other graphics, non perforated punch-cards and punch tape paper, in rolls or rectangular sheets, of any size, other than paper of heading 4801 or 4803; hand-made paper and paperboard","480230","Paper and paperboard; carbonising base paper, uncoated, of a kind used for writing, printing and other graphic purposes, in rolls or sheets","1876","Paper and paperboard",,,,,
"48","Pulp and paper of Chapters 47 and 48 of the Combined Nomenclature, with the exception of bamboo-based and recovered (waste and scrap) products","Paper",,"Wood","4802","Uncoated paper and paperboard, used for writing, printing or other graphics, non perforated punch-cards and punch tape paper, in rolls or rectangular sheets, of any size, other than paper of heading 4801 or 4803; hand-made paper and paperboard","480240","Uncoated paper and paperboard (not 4801 or 4803); wallpaper base, in rolls or sheets","1876","Paper and paperboard",,,,,
"48","Pulp and paper of Chapters 47 and 48 of the Combined Nomenclature, with the exception of bamboo-based and recovered (waste and scrap) products","Paper",,"Wood","4802","Uncoated paper and paperboard, used for writing, printing or other graphics, non perforated punch-cards and punch tape paper, in rolls or rectangular sheets, of any size, other than paper of heading 4801 or 4803; hand-made paper and paperboard","480251","Paper and paperboard; uncoated, containing no, or not more than 10% by weight of fibres obtained by mechanical process, weighing less than 40g/m2, in rolls or sheets","1876","Paper and paperboard",,,,,
"48","Pulp and paper of Chapters 47 and 48 of the Combined Nomenclature, with the exception of bamboo-based and recovered (waste and scrap) products","Paper",,"Wood","4802","Uncoated paper and paperboard, used for writing, printing or other graphics, non perforated punch-cards and punch tape paper, in rolls or rectangular sheets, of any size, other than paper of heading 4801 or 4803; hand-made paper and paperboard","480252","Paper and paperboard; uncoated, containing no, or not more than 10% by weight of fibres obtained by mechanical process, weighing 40g/m2 or more but not more than 150g/m2, in rolls or sheets","1876","Paper and paperboard",,,,,
"48","Pulp and paper of Chapters 47 and 48 of the Combined Nomenclature, with the exception of bamboo-based and recovered (waste and scrap) products","Paper",,"Wood","4802","Uncoated paper and paperboard, used for writing, printing or other graphics, non perforated punch-cards and punch tape paper, in rolls or rectangular sheets, of any size, other than paper of heading 4801 or 4803; hand-made paper and paperboard","480253","Paper and paperboard; uncoated, containing no, or not more than 10% by weight of fibres obtained by mechanical process, weighing more than 150g/m2, in rolls or sheets","1876","Paper and paperboard",,,,,
"48","Pulp and paper of Chapters 47 and 48 of the Combined Nomenclature, with the exception of bamboo-based and recovered (waste and scrap) products","Paper",,"Wood","4802","Uncoated paper and paperboard, used for writing, printing or other graphics, non perforated punch-cards and punch tape paper, in rolls or rectangular sheets, of any size, other than paper of heading 4801 or 4803; hand-made paper and paperboard","480254","Uncoated paper and paperboard (not 4801 or 4803); printing, writing or graphic, 10% or less by weight of mechanical or chemi-mechanical processed fibre, weighing less than 40g/m2, in rolls or sheets","1876","Paper and paperboard",,,,,
"48","Pulp and paper of Chapters 47 and 48 of the Combined Nomenclature, with the exception of bamboo-based and recovered (waste and scrap) products","Paper",,"Wood","4802","Uncoated paper and paperboard, used for writing, printing or other graphics, non perforated punch-cards and punch tape paper, in rolls or rectangular sheets, of any size, other than paper of heading 4801 or 4803; hand-made paper and paperboard","480255","Uncoated paper and paperboard (not 4801 or 4803); printing, writing or graphic, 10% or less by weight of mechanical or chemi-mechanical processed fibre, weighing 40g/m2 to 150g/m2, in rolls","1876","Paper and paperboard",,,,,
